source,author,title,description,url,urlToImage,publishedAt,content,topic,content_length
"{'id': None, 'name': 'Freerepublic.com'}",Twitter,Vivek Ramaswamy will be present at this week’s debate.,Ryan Fournier @RyanAFournierBREAKING: Vivek Ramaswamy will be present at this week’s debate.I'm personally pro Ben Carson for the spot but Twitter is full of rumors that Vivik is the pick and this seems to confirm it. I don't understand how you attend a debat…,https://freerepublic.com/focus/f-bloggers/4246714/posts,,2024-06-25T22:33:21Z,"Skip to comments.
Vivek Ramaswamy will be present at this weeks debate.Twitter ^
 | June 25th, 2024
 | Ryan Fournier
Posted on 06/25/2024 3:33:21 PM PDT by shadowlands1960
Ryan Fournier @RyanAFo… [+3519 chars]",politics,33
"{'id': None, 'name': 'Minneapolis Star Tribune'}",Whitney Hatch,Kids online safety act: How democracy is supposed to work,Congress worked across the aisle on a bill to protect young people online. Now pass it.,https://www.startribune.com/kids-online-safety-act-how-democracy-is-supposed-to-work/600376159/,https://arc.stimg.co/startribunemedia/U5BB3LKXOZFJPJ63URINBEZ57M.JPG?h=630&w=1200&fit=crop&bg=999&crop=faces,2024-06-25T22:30:00Z,"Opinion editor's note:Star Tribune Opinion publishes a mix of national and local commentaries online and in print each day. To contribute, click here.
Fifty years ago, my father served as the Republ… [+5093 chars]",politics,34
"{'id': None, 'name': 'Freerepublic.com'}",NewsBusters,Morning Joe: 'Massive Victory' if Biden Can 'Remain Upright' During Debate,"Wow, talk about setting the expectations bar low! On today's Morning Joe, Washington Post columnist and MSNBC analyst Eugene Robinson said that if Biden can ""remain upright"" and ""make sense,"" that would be a ""massive victory"" in Thursday night's presidential …",https://freerepublic.com/focus/f-news/4246711/posts,,2024-06-25T22:25:56Z,"Skip to comments.
Morning Joe: 'Massive Victory' if Biden Can 'Remain Upright' During DebateNewsBusters ^
 | Mark Finkelstein
Posted on 06/25/2024 3:25:56 PM PDT by governsleastgovernsbest
Wow, t… [+7327 chars]",politics,30
"{'id': None, 'name': 'VOA News'}",webdesk@voanews.com (Reuters),UK's King Charles welcomes Japan's Emperor Naruhito for state visit,"london — Britain's King Charles welcomed Japan's Emperor Naruhito and his wife to London at a Buckingham Palace banquet on Tuesday, celebrating economic, diplomatic and cultural ties on the first day of a three-day state visit.  


""Our governments are workin…",https://www.voanews.com/a/uk-s-king-charles-welcomes-japan-s-emperor-naruhito-for-state-visit-/7670046.html,https://gdb.voanews.com/BF8CD336-55C9-4D1C-BA16-EA7BD2FE2876.jpg,2024-06-25T22:24:59Z,"london  Britain's King Charles welcomed Japan's Emperor Naruhito and his wife to London at a Buckingham Palace banquet on Tuesday, celebrating economic, diplomatic and cultural ties on the first day … [+2806 chars]",politics,33
"{'id': 'breitbart-news', 'name': 'Breitbart News'}","Wendell Husebø, Wendell Husebø","Congressional Report: CIA Interfered in 2020 Election, Colluded with Biden Campaign to Discredit Hunter Biden Laptop Story","The CIA interfered in the 2020 election by colluding with the Biden campaign to discredit the Hunter Biden laptop story, a congressional report found Tuesday.
The post Congressional Report: CIA Interfered in 2020 Election, Colluded with Biden Campaign to Disc…",https://www.breitbart.com/2024-election/2024/06/25/congressional-report-cia-interfered-2020-election-colluded-biden-campaign-discredit-hunter-laptop-story/,https://media.breitbart.com/media/2023/07/AP23177027348831-640x335.jpg,2024-06-25T22:17:00Z,"The CIA interfered in the 2020 election by colluding with the Biden campaign to discredit the Hunter Biden laptop story, a congressional report found Tuesday.
Its inappropriate for a currently servi… [+3982 chars]",politics,33
"{'id': 'the-jerusalem-post', 'name': 'The Jerusalem Post'}",BY GIL TROY,"We must work hard to ensure US Jewish community, US-Israel alliance do not break","Is it worth risking the US-Israel friendship and many Democrats’ goodwill to please a few Channel 14 commentators, who slavishly support him anyway?",https://www.jpost.com/opinion/article-807718,"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/570604",2024-06-25T22:16:33Z,"I recently met yet another solidarity mission of generous, caring, sophisticated American Jews. We all condemned Hamas, dismissed the pro-Palestinian movement as anti-American, cheered Israel’s heroi… [+6330 chars]",politics,28
"{'id': None, 'name': 'Freerepublic.com'}",WFB,The Free Beacon Refuses To Publish Hillary Clinton's New Book Cover. The Reason Is Obvious.,"Warning: The following post contains harmful misinformation that is likely part of a foreign influence operation to interfere in American politics. Some readers may find it disturbing, while other readers may be too dumb to avoid getting brainwashed. Please p…",https://freerepublic.com/focus/f-news/4246710/posts,,2024-06-25T22:16:32Z,"Skip to comments.
The Free Beacon Refuses To Publish Hillary Clinton's New Book Cover. The Reason Is Obvious.WFB ^
 | 25 June 2024
 | Andrew Stiles
Posted on 06/25/2024 3:16:32 PM PDT by Rummyfan… [+3077 chars]",politics,36
"{'id': None, 'name': 'Freerepublic.com'}",The Holy Bible (KJV),Gospel of Matthew Ch. 2 and Ephesians Ch. 1,""""" Matthew 2 1 Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem, 2 Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to wo…",https://freerepublic.com/focus/f-religion/4246708/posts,,2024-06-25T22:14:14Z,"Skip to comments.
Gospel of Matthew Ch. 2 and Ephesians Ch. 1The Holy Bible (KJV) ^Posted on 06/25/2024 3:14:14 PM PDT by Faith Presses On
"""" 
Matthew 2 
1 Now when Jesus was born in Bethlehem of… [+6933 chars]",politics,39
"{'id': None, 'name': 'TheJournal.ie'}",Jane Moore,Fifth Tory investigated in growing gambling row as Labour candidate admits betting against himself,"Meanwhile, Scotland Yard said five officers were alleged to have placed bets.",https://www.thejournal.ie/uk-general-election-betting-scandal-conservatives-labour-6419026-Jun2024/,https://img2.thejournal.ie/article/6419026/river/?height=400&version=6419027,2024-06-25T22:13:57Z,"A CONSERVATIVE PARTY politician in the Welsh parliament is being investigated by the UK Gambling Commission over alleged betting on the timing of the British General Election.
Russell George is the … [+3515 chars]",politics,34
"{'id': None, 'name': 'Wnd.com'}",Bob Unruh,House report: 'Highest levels' of CIA 'coordinated' with Biden campaign,"Members of a House Judiciary Committee subcommittee say they now have gotten confirmation that the then-CIA chief, Gina Haspel, likely knew about a leftist plot to have intel officers issue a statement that that laptop computer abandoned by Hunter Biden was ""…",https://www.wnd.com/2024/06/house-report-highest-levels-cia-coordinated-biden-campaign/,https://www.wnd.com/wp-content/uploads/2018/03/gina-haspel-cia-handout-600.jpg,2024-06-25T22:13:45Z,"Gina Haspel
Members of a House Judiciary Committee subcommittee say they now have gotten confirmation that the then-CIA chief, Gina Haspel, likely knew about a leftist plot to have intel officers is… [+5507 chars]",politics,34
"{'id': None, 'name': 'The Texas Tribune'}",Sewell Chan,Terri Langford is our new senior reporter for health and human services,"Terri, a deeply experienced Texas journalist, has covered criminal justice and overseen health coverage for the Tribune.",https://www.texastribune.org/2024/06/25/terri-langford-health-human-services/,https://thumbnails.texastribune.org/_OH5lnbZlwekrnNR7pX2EnL6rgM=/1200x630/filters:quality(95)/static.texastribune.org/media/files/59085b3ac4fdbc3accd1f5848968b1f3/terri%20headshot%202.jpg,2024-06-25T22:03:36Z,"Were testing using AI-powered tools to provide an audio version of this story. While this audio recording is machine-generated, the story was written by human journalists. Read more on our AI policy.… [+3941 chars]",politics,34
"{'id': None, 'name': 'BBC News'}",,David Scott: Funeral held for 'the journalist's journalist',"The journalist David Scott, who has died aged 83, leaves a huge legacy at both BBC Scotland and STV.",https://www.bbc.com/news/articles/c288vy2p389o,https://ichef.bbci.co.uk/news/1024/branded_news/c001/live/9fc0d5c0-2e49-11ef-90be-b75b34b0bbb2.jpg,2024-06-25T22:00:58Z,"By Craig Williams, BBC Scotland News
David Scott worked for more than 30 years across Scottish print and broadcasting 
The funeral of the journalist and broadcaster David Scott, who died earlier th… [+8384 chars]",politics,34
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Subodh Ghildiyal,"In his first constitutional post, Rahul to be Lok Sabha leader of opposition","Rahul Gandhi's leadership as the head of an assertive opposition, challenging the BJP and regional parties, signifies a strategic shift in Indian politics. With a focus on governance issues, his appointment as leader of opposition in Lok Sabha heralds a new e…",https://timesofindia.indiatimes.com/india/in-his-first-constitutional-post-rahul-to-be-lok-sabha-leader-of-opposition/articleshow/111268028.cms,"https://static.toiimg.com/thumb/msid-111268033,width-1070,height-580,imgsize-955092,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2024-06-25T21:59:50Z,Janhvi Kapoor turns 'Mermaid' at Paris Fashion Week in a black bustier and skirt,politics,14
"{'id': None, 'name': 'Japan Today'}",,UK's main parties ditch candidates over election betting probe,"Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal that had been limited to the governing Conservatives spread further. The allegati…",https://japantoday.com/category/world/uk%27s-main-parties-ditch-candidates-over-election-betting-probe,,2024-06-25T21:58:54Z,"Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal that had been limited… [+3286 chars]",politics,33
"{'id': None, 'name': 'Japan Today'}",,U.S. surgeon general declares gun violence a public health emergency,"The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country.  The advisory issued by Dr. Vivek Murthy, the nation's top doctor, came as the U.S. g…",https://japantoday.com/category/world/us-surgeon-general-declares-gun-violence-a-public-health-emergency,,2024-06-25T21:58:46Z,"The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country. 
The advisory issued by … [+3585 chars]",politics,34
"{'id': None, 'name': 'The Denver Post'}",John Aguilar,Lauren Boebert’s political future is on the line in today’s Colorado primary election,U.S. Rep. Lauren Boebert is competing with five other candidates to win Tuesday's Republican primary in a contest that could determine the firebrand conservative's future in Congress.,https://www.denverpost.com/2024/06/25/colorado-lauren-boebert-4th-congressional-primary-election-results/,https://www.denverpost.com/wp-content/uploads/2024/01/TDP-L-GOP-debate-RJS-04629.jpg?w=1024&h=744,2024-06-25T21:57:49Z,U.S. Rep. Lauren Boebert is competing with five other candidates to win Tuesday’s Republican primary in her newly adopted eastern Colorado district — a contest that could determine the firebrand cons… [+3864 chars],politics,33
"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Jada Yuan,Inside the battle to release controversial Trump movie ‘The Apprentice’,"The American release of Donald Trump movie “The Apprentice,” starring Sebastian Stan and Jeremy Strong, is in question, despite a distribution deal on the table.",https://www.washingtonpost.com/entertainment/movies/2024/06/25/donald-trump-movie-the-apprentice-release/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/MMCEMW73HGCOSMFZEJBFXLL73Y.jpg&w=1440,2024-06-25T21:52:57Z,"Controversy was near-constant for Daniel Snyder during the 24 years he owned the NFLs Washington Commanders. Now, a year after he sold his stake in the team, Snyder has landed in a different kind of … [+11090 chars]",politics,38
"{'id': None, 'name': 'Westernjournal.com'}",Michael Austin,"Watch: Barack Obama's Sister Gets Tear Gassed During Protest, Enraged During CNN Interview",Former President Barack Obama's sister was tear gassed on Monday during protests going on in Kenya's capital.,https://www.westernjournal.com/watch-barack-obamas-sister-gets-tear-gassed-protest-enraged-cnn-interview/,https://www.westernjournal.com/wp-content/uploads/2024/06/obama-sister.jpg,2024-06-25T21:48:28Z,"During a protest in Nairobi, Kenya, on Monday, Auma Obama –the half-sister of former President Barack Obama — was tear gassed.
The African country has been mired in widespread protests in response t… [+2371 chars]",politics,35
"{'id': None, 'name': 'KSDK.com'}",Amanda Seitz (associated Press),Surgeon general declares gun violence a public health emergency,"His advisory promises to be controversial and will certainly incense Republican lawmakers, most of whom opposed his confirmation over his statements on gun violence.",https://www.ksdk.com/article/news/nation-world/gun-violence-public-health-emergency-surgeon-general/507-c9475bdd-64c1-4a86-9bfe-2290f3c90946,https://media.ksdk.com/assets/CCT/images/a57c43ff-3bc1-433f-b160-2ba509aa698f/20240625T122651/a57c43ff-3bc1-433f-b160-2ba509aa698f_1140x641.jpg,2024-06-25T21:47:35Z,"WASHINGTON The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country.
The advisory … [+3428 chars]",politics,33
"{'id': None, 'name': 'Decrypt'}",Murtuza Merchant,"Could Gensler's War on Crypto Hurt Biden? ‘I Don't Speak About Elections’, SEC Chair Says",Gary Gensler also said that the process for launching Ethereum spot ETFs is “going smoothly.”,https://decrypt.co/237014/gary-gensler-war-on-crypto-biden-election-ethereum-etf,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2021/01/shutterstock_1893540931-e1702656268368-gID_7.jpg,2024-06-25T21:43:53Z,"Securities and Exchange Commission (SEC) Chair Gary Gensler on Tuesday refused to comment on the upcoming U.S. presidential election or crypto's potential impact on it.
""I don't speak about election… [+1949 chars]",politics,32
"{'id': None, 'name': 'Slate Magazine'}",Scaachi Koul,Justin Timberlake Was Arrested for DWI. What Happened Next Was Inevitable.,This may indeed ruin the world tour.,https://slate.com/culture/2024/06/justin-timberlake-arrested-dui-dwi-tour-mug-shot.html,https://compote.slate.com/images/215b79ff-a078-474f-bb86-a9c9822e0e06.jpeg?crop=1350%2C900%2Cx0%2Cy0&width=1560,2024-06-25T21:40:58Z,"Hey, do you want to hear the whitest sentence in the English language? Its Justin Randall Timberlake was arrested on a DWI charge in Sag Harbor on a Tuesday. God, just typing those words is enough to… [+6918 chars]",politics,39
"{'id': None, 'name': 'The Boston Globe'}",Theodore Schleifer,The Pro-Israel donor with a $100 million plan to elect Trump,"Dr. Miriam Adelson is poised to become one of the biggest donors in the presidential election — and, if Trump wins, one of the most powerful private citizens with a say in American foreign policy.",https://www.bostonglobe.com/2024/06/25/nation/pro-israel-donor-with-100-million-plan-elect-trump/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/NA0JpumVEvSWrqLXAou41sNWbCU=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/B42NDU5EREJVWHCZJDO7O2MCM4.jpg,2024-06-25T21:39:18Z,"She would not donate to him while Nikki Haley, his last rival standing and a friend of hers, remained in the race, according to two people briefed on the meeting who insisted on anonymity to describe… [+7039 chars]",politics,38
"{'id': None, 'name': 'FOX5 Las Vegas'}",Associated Press,US surgeon general declares gun violence a public health emergency,The advisory issued by the nation's top doctor came as the U.S. grappled with another summer weekend marked by mass shootings that left dozens of people dead or wounded.,https://www.fox5vegas.com/2024/06/25/us-surgeon-general-declares-gun-violence-public-health-emergency/,https://gray-kvvu-prod.cdn.arcpublishing.com/resizer/v2/252W7CFZ5JEJ7FB5WNEMWYHYPY.jpg?auth=2f10b9cd879bb24b452aaa51a9866c3f2e186899548fea52f6df2e8bebd861f0&width=1200&height=600&smart=true,2024-06-25T21:38:45Z,"WASHINGTON (AP) The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country.
The advi… [+5705 chars]",politics,33
"{'id': 'new-york-magazine', 'name': 'New York Magazine'}",Ed Kilgore,Bob Good Tries Election-Denial Tactics on Trump’s Candidate,House Freedom Caucus chairman Bob Good of Virginia is deploying Trump-style election-denial tactics to challenge his apparent primary loss to Trump-backed John McGuire.,http://nymag.com/intelligencer/article/bob-good-tries-election-denial-tactics-on-trumps-candidate.html,https://pyxis.nymag.com/v1/imgs/378/1c6/ec41de59e138b7cbd0f19966ad74bbc545-bob-good.1x.rsocial.w1200.jpg,2024-06-25T21:37:55Z,"One of the more interesting GOP congressional primaries of 2024 has involved House Freedom Caucus chairman Bob Good of Virginia, who managed to attract opposition from two very different factions of … [+4323 chars]",politics,34
"{'id': None, 'name': 'Freerepublic.com'}",The Associated Press | DNC,Jury awards $700k to Seattle protesters jailed for writing anti-police slogans in chalk on barricade,"Four protesters who were jailed for writing anti-police graffiti in chalk on a temporary barricade near a Seattle police precinct have been awarded nearly $700,000 after a federal court jury decided their civil rights were violated. The Jan. 1, 2021, arrests …",https://freerepublic.com/focus/f-news/4246698/posts,,2024-06-25T21:32:55Z,"Skip to comments.
Jury awards $700k to Seattle protesters jailed for writing anti-police slogans in chalk on barricadeThe Associated Press | DNC ^
 | June 25, 2024
 | BY MARK THIESSEN
Posted on 0… [+2726 chars]",politics,36
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,GOP Candidate Says He Knows About Black People,"Eric Hovde (R), who is running for Senate in Wisconsin, said he is familiar with Black culture because he has spent “a lot of time” in Africa and because he runs “homeless shelters for abandoned kids,” the Washington Post reports.",https://politicalwire.com/2024/06/25/gop-candidate-says-he-knows-about-black-people/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T21:30:01Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics,38
"{'id': 'nbc-news', 'name': 'NBC News'}",The Politics Desk,The big weaknesses Biden and Trump will confront on the debate stage: From the Politics Desk,Joe Biden and Donald Trump will each step on stage for Thursday's debate with some glaring political liabilities — and the potential to allay or exacerbate them.,https://www.nbcnews.com/politics/biden-trump-debate-weaknesses-politics-desk-rcna158900,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-05/201022-joe-biden-donald-trump-debate-ew-1131p-e5ce10.jpg",2024-06-25T21:30:00Z,"Welcome to the online version of From the Politics Desk, an evening newsletter that brings you the NBC News Politics teams latest reporting and analysis from the campaign trail, the White House and C… [+5258 chars]",politics,36
"{'id': None, 'name': 'Forbes'}","Joey Skladany, Contributor, 
 Joey Skladany, Contributor
 https://www.forbes.com/sites/forbes-personal-shopper/people/joeyskladany/",The 12 Best Cookbooks By LGBTQ+ Authors,Celebrate Pride Month and beyond with the best cookbooks by LGBTQ+ authors.,https://www.forbes.com/sites/forbes-personal-shopper/article/best-cookbooks-by-lgbtq-authors/,https://imageio.forbes.com/specials-images/imageserve/667b34a34e86965528d647e5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-06-25T21:27:50Z,"If theres one thing members of the LGBTQ+ community know how to do best, its eat and drink. After all, food and alcohol have played pivotal roles in our journeys to self-acceptance, either as a compo… [+7548 chars]",politics,38
"{'id': 'fox-news', 'name': 'Fox News'}",Charles Creitz,"Economy, border, abortion divide Biden’s hometown as Scranton looks back on native son’s first term","Residents of Scranton, Pennsylvania, spoke out about President Biden, who was born and lived there in childhood before his father Joseph relocated the family to Claymont, Delaware.",https://www.foxnews.com/politics/top-issues-divide-bidens-hometown-scranton-looks-back-native-sons-first-term,https://static.foxnews.com/foxnews.com/content/uploads/2023/11/biden-home.jpg,2024-06-25T21:27:03Z,"During a week in which President Biden remains optimistic about his chances for a second term, the people of Scranton, Pennsylvania Biden's own birthplace shared their perspectives with Fox News Digi… [+6031 chars]",politics,33
"{'id': None, 'name': 'The Star Online'}",Muvija M,UK's main parties ditch candidates over election betting probe,"LONDON (Reuters) -Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal that had been limited to the governing Conservatives spread fur…",https://www.thestar.com.my/news/world/2024/06/26/uk039s-main-parties-ditch-candidates-over-election-betting-probe,https://apicms.thestar.com.my/uploads/images/2024/06/26/2768594.jpg,2024-06-25T21:27:00Z,"LONDON (Reuters) -Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal tha… [+3471 chars]",politics,32
"{'id': 'newsweek', 'name': 'Newsweek'}",,Newsweek Hosts Inspirational Event at One World Trade Center Featuring Kathleen Griffith and Robin Arzón,Griffith and Arzón shared their insights on how a solid foundational mindset and actionable steps can transform career journeys and help women lead big lives.,https://www.newsweek.com/newsweek-hosts-inspirational-event-one-world-trade-center-featuring-kathleen-griffith-robin-arzon-1917326,https://d.newsweek.com/en/full/2416708/newsweek-build-event-kathleen-griffith-robin-arzon.png,2024-06-25T21:21:14Z,"Newsweek hosted its first-ever BUILD event at One World Trade Center on June 4. The event featured Kathleen Griffith, founder of BUILD and author of Build Like A Woman, and Robin Arzón, VP of fitness… [+2881 chars]",politics,37
"{'id': None, 'name': 'The Denver Post'}",John Wenzel,Beloved Denver dive bar damaged by fire: “We really don’t have the capital for this”,"Also known as the Bar Bar, the longtime dive bar has endured multiple near-shutdowns in recent years.",https://www.denverpost.com/2024/06/25/carioca-cafe-bar-bar-denver-fire-arson/,https://www.denverpost.com/wp-content/uploads/2024/06/TDP-Z-Carioca-Cafe-Bar-Bar-fire-01.jpg?w=1024&h=1365,2024-06-25T21:19:19Z,"The building that houses the beloved Denver dive Carioca Cafe, unofficially known as Bar Bar, was damaged by a fire set outside the 134-year-old structure on Monday morning.Denver dive Carioca Cafe s… [+5717 chars]",politics,34
"{'id': None, 'name': 'Freerepublic.com'}",The Express,Nikki Haley is still the strongest VP pick,"As far as we know, Nikki Haley isn’t on the short list, nor on the long list. There’s no indication that she’s being considered as Donald Trump’s VP pick, and Trump forcefully smacked down a report in Axios that the campaign was looking at her. She’d still pr…",https://freerepublic.com/focus/f-news/4246696/posts,,2024-06-25T21:17:51Z,"Skip to comments.
Nikki Haley is still the strongest VP pickThe Express ^
 | JUN 25, 2024
 | Rich Lowry
Posted on 06/25/2024 2:17:51 PM PDT by conservative98
As far as we know, Nikki Haley isnt … [+5391 chars]",politics,39
"{'id': None, 'name': 'The Punch'}",Adetutu Sobowale,Rivers crisis: Police declare ex-militant leader wanted,"Police authorities in Rivers State have declared a former Niger Delta militant leader, Gabriel ‘General’ Asabuja, wanted. This announcement was made by the state Commissioner of Police, Tunji Disu, on Monday during an appearance on Channels Television’s Polit…",https://punchng.com/rivers-crisis-police-declare-ex-militant-leader-wanted/,https://cdn.punchng.com/wp-content/uploads/2024/06/25221346/Asabuja.png,2024-06-25T21:16:42Z,"Police authorities in Rivers State have declared a former Niger Delta militant leader, Gabriel General Asabuja, wanted.
This announcement was made by the state Commissioner of Police, Tunji Disu, on… [+1738 chars]",politics,32
"{'id': None, 'name': 'The New Republic'}",Edith Olmsted,AOC and Raskin Move to Finally Rein in Alito and Thomas,"Democratic Representatives Alexandria Ocasio-Cortez and Jamie Raskin are introducing a new piece of legislation aimed at putting a cap on the number and value of gifts U.S. Supreme Court justices can receive.
The High Court Gift Ban Act, unveiled Tuesday, wo…",https://newrepublic.com/post/183099/aoc-raskin-rein-alito-thomas-gifts,https://images.newrepublic.com/d408681ada3c6d58a101c90f7344725b3fdacba9.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-06-25T21:16:03Z,"Importantly, Cannon has not ruled on both sides. Cannon processed pretrial motions at a glacial pace, threw out portions of the case, showed an unfaltering compliance to all of Trumps time-wasting re… [+1091 chars]",politics,34
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,Bob Good Confirms He’ll Pay for Recount,"“Rep. Bob Good is pressing forward on his demands for a recount in his primary race, as he trails his GOP opponent John McGuire by 370 votes,” Politico reports.",https://politicalwire.com/2024/06/25/bob-good-confirms-hell-pay-for-recount/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T21:14:50Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics,38
"{'id': None, 'name': 'Histalk2.com'}",Mr. HIStalk,News 6/26/24,Top News HHS releases a final rule that establishes “disincentives” ...,https://histalk2.com/2024/06/25/news-6-26-24/,,2024-06-25T21:14:31Z,"Top News
HHS releases a final rule that establishes disincentives for healthcare providers who are found by HHS OIG to have committed information blocking. It will take effect 30 days after it is pu… [+10317 chars]",politics,36
"{'id': None, 'name': 'Activistpost.com'}",Activist Post,Electing the Next Dictator: Ugly Truths You Won’t Hear from Trump or Biden,"By John W. Whitehead and Nisha Whitehead “If liberty means anything at all, it means the right to tell people what they do not want...
Electing the Next Dictator: Ugly Truths You Won’t Hear from Trump or Biden",https://www.activistpost.com/2024/06/electing-the-next-dictator-ugly-truths-you-wont-hear-from-trump-or-biden.html,https://www.activistpost.com/wp-content/uploads/2024/06/president-ri-1024x631-1.jpg,2024-06-25T21:05:49Z,"By John W. Whitehead and Nisha Whitehead
If liberty means anything at all, it means the right to tell people what they do not want to hear.George Orwell
No matter what carefully crafted sound bites… [+10666 chars]",politics,37
"{'id': None, 'name': 'Snopes.com'}",Jordan Liles,Did Trump's Policies Cause Low US Gas Prices in 2020?,"We previously asked this question of Patrick De Haan, head of petroleum analysis for GasBuddy.com. Here's what we learned.",https://www.snopes.com//news/2024/06/25/gas-prices-march-2020-meme/,https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/06/march_25_remember_november.jpg,2024-06-25T21:02:00Z,"Camp, Kevin M., et al. ""From the Barrel to the Pump: The Impact of the COVID-19 Pandemic on Prices for Petroleum Products: Monthly Labor Review: U.S. Bureau of Labor Statistics."" U.S. Bureau of Labor… [+4431 chars]",politics,36
"{'id': None, 'name': 'Raw Story'}",M.L. Nestel,"'Low-IQ' Boebert slammed as Bible-thumping, gun-toting big-mouth on GOP primary day","While voters pick their next congressional lawmaker, Colorado state Rep. Richard Holtorf remains off the stump to battle brush fires and herd over 1,000 cattle to safer soil.

But that hasn't stopped him from carving out a moment to offer some choice words ab…",https://www.rawstory.com/lauren-boebert-2668605098/,https://www.rawstory.com/media-library/colorado-state-rep-richard-holtorf-slammed-gop-primary-frontrunner-lauren-boebert-on-tuesday.jpg?id=26946126&width=1200&height=600&coordinates=0%2C30%2C0%2C31,2024-06-25T21:00:55Z,Nevada RNC Committeewoman Sigal Chattah took to social media Tuesday as New Yorkers took to the polls for a hotly contested and highly funded primary that could cost incumbent Rep. Jamaal Bowman his … [+2196 chars],politics,36
"{'id': None, 'name': 'Freerepublic.com'}",ExecutedToday.com,"1579: Hatano Hideharu, en route to the Tokugawa Shogunate","On this date in 1579, the treacherous execution of a rebellious Japanese lord set events in motion that would shape the nation’s destiny. For two centuries, Japan had been shaken with civil strife in the Sengoku, or “Warring States”, period. Hatano Hideharu, …",https://freerepublic.com/focus/f-bloggers/4246693/posts,,2024-06-25T21:00:29Z,"Skip to comments.
1579: Hatano Hideharu, en route to the Tokugawa ShogunateExecutedToday.com ^
 | June 25, 2009
 | Headsman
Posted on 06/25/2024 2:00:29 PM PDT by CheshireTheCat
On this date in … [+2217 chars]",politics,34
"{'id': None, 'name': 'Variety'}",Selome Hailu,How ‘The Sympathizer’ Casting Director Crafted a Vietnamese Ensemble Over an ‘Insane and Cathartic’ Eight-Month Journey,"“The Sympathizer” is an epic about Vietnamese histories — plural. The HBO series takes its title from the experience of a North Vietnamese spy known as the Captain (Hoa Xuande), who embeds in a South Vietnamese community in 1970s Los Angeles after the war. By…",https://variety.com/2024/tv/news/the-sympathizer-casting-director-jennifer-venditti-vietnamese-cast-1236048374/,https://variety.com/wp-content/uploads/2024/06/duy-nguyen-fred-nguyen-khan-hoa-xuande-1.jpg?w=1000&h=563&crop=1,2024-06-25T21:00:00Z,"“The Sympathizer” is an epic about Vietnamese histories — plural.
The HBO series takes its title from the experience of a North Vietnamese spy known as the Captain (Hoa Xuande), who embeds in a Sout… [+3604 chars]",politics,37
"{'id': 'time', 'name': 'Time'}",Jeffrey Kluger,People Are Less Stressed Now Than They Were Before the Pandemic,Gallup's annual emotions survey comes at a time of both war and possibility,https://time.com/6991666/stress-gallup-survey/,https://api.time.com/wp-content/uploads/2024/06/reading-book.jpg?quality=85&w=1200&h=628&crop=1,2024-06-25T20:59:49Z,"How are we feeling? As a world, that is. The global polling organization Gallup Inc. has been asking that question for the past 18 years with its Global Emotions polland this year, the answer is a li… [+4395 chars]",politics,39
